"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"NWL","Newell Brands Inc","Common stocks","Mid cap","Consumer Discretionary","$5,442,976,000","6.87%","USA","Analyze"
"CCCS","CCC Intelligent Solutions Holdings Inc.","Common stocks","Mid cap","Information Technology","$5,425,018,117","0.00%","USA","Analyze"
"SITE","Siteone Landscape Supply Inc","Common stocks","Mid cap","Industrials","$5,418,654,116","0.00%","USA","Analyze"
"BEPC","Brookfield Renewable Corporation Class A","Common stocks","Mid cap","Utilities","$5,386,986,891","4.53%","Canada","Analyze"
"SWCH","Switch, Inc. Class A","Common stocks","Mid cap","Information Technology","$5,383,041,546","0.46%","USA","Analyze"
"WU","Western Union","Common stocks","Mid cap","Information Technology","$5,379,359,355","6.60%","USA","Analyze"
"BWXT","BWX Technologies Inc","Common stocks","Mid cap","Industrials","$5,377,553,878","1.11%","USA","Analyze"
"AIRC","Apartment Income REIT Corp.","REITs","Mid cap","Real Estate","$5,356,938,909","4.95%","USA","Analyze"
"POST","Post Holdings Inc","Common stocks","Mid cap","Consumer Staples","$5,354,940,008","0.00%","USA","Analyze"
"MSA","MSA Safety Inc","Common stocks","Mid cap","Industrials","$5,354,102,627","1.33%","USA","Analyze"
"SKX","Skechers USA Inc","Common stocks","Mid cap","Consumer Discretionary","$5,353,726,174","0.00%","USA","Analyze"
"TPX","Tempur Sealy International Inc","Common stocks","Mid cap","Consumer Discretionary","$5,331,291,222","1.28%","USA","Analyze"
"IAA","IAA, Inc.","Common stocks","Mid cap","Industrials","$5,323,832,393","0.00%","USA","Analyze"
"WTFC","Wintrust Financial Corp","Common stocks","Mid cap","Financials","$5,318,784,346","1.54%","USA","Analyze"
"TKR","Timken","Common stocks","Mid cap","Industrials","$5,284,094,523","1.67%","USA","Analyze"
"VRT","Vertiv Holdings, LLC Class A","Common stocks","Mid cap","Industrials","$5,278,364,689","0.07%","USA","Analyze"
"AGNC","AGNC Investment Corp","Mortgage REITs","Mid cap","Financials","$5,270,350,608","14.69%","USA","Analyze"
"BC","Brunswick Corp","Common stocks","Mid cap","Consumer Discretionary","$5,261,797,794","1.96%","USA","Analyze"
"OWL","Blue Owl Capital Inc. Class A","Common stocks","Mid cap","Financials","$5,254,435,152","3.30%","USA","Analyze"
"TOST","Toast, Inc.","Common stocks","Mid cap","Information Technology","$5,227,530,621","0.00%","USA","Analyze"
"HUN","Huntsman Corp","Common stocks","Mid cap","Materials","$5,219,342,192","3.00%","USA","Analyze"
"NATI","National Instruments Corp","Common stocks","Mid cap","Information Technology","$5,214,907,448","2.77%","USA","Analyze"
"OLED","Universal Display Corp","Common stocks","Mid cap","Information Technology","$5,174,292,454","1.00%","USA","Analyze"
"IDA","IDACORP, Inc.","Common stocks","Mid cap","Utilities","$5,162,369,173","2.95%","USA","Analyze"
"RYN","Rayonier Inc","REITs","Mid cap","Real Estate","$5,155,593,054","3.12%","USA","Analyze"
"TOL","Toll Brothers Inc","Common stocks","Mid cap","Consumer Discretionary","$5,130,449,100","1.69%","USA","Analyze"
"SGFY","Signify Health, Inc.","Common stocks","Mid cap","Health Care","$5,116,691,551","0.00%","USA","Analyze"
"COHR","Coherent Inc","Common stocks","Mid cap","Information Technology","$5,110,727,384","0.00%","USA","Analyze"
"DRVN","Driven Brands Holdings Inc.","Common stocks","Mid cap","Industrials","$5,105,823,434","0.00%","USA","Analyze"
"PRI","Primerica Inc","Common stocks","Mid cap","Financials","$5,085,674,771","1.53%","USA","Analyze"
"THG","Hanover Insurance Group Inc","Common stocks","Mid cap","Financials","$5,077,941,817","2.08%","USA","Analyze"
"BPOP","Popular Inc","Common stocks","Mid cap","Financials","$5,043,539,692","3.01%","USA","Analyze"
"COLM","Columbia Sportswear","Common stocks","Mid cap","Consumer Discretionary","$5,029,961,433","1.47%","USA","Analyze"
"MKSI","MKS Instruments Inc","Common stocks","Mid cap","Information Technology","$4,993,328,292","1.17%","USA","Analyze"
"CC","Chemours Company","Common stocks","Mid cap","Materials","$4,992,357,648","2.99%","USA","Analyze"
"SOFI","SoFi Technologies, Inc.","Common stocks","Mid cap","Financials","$4,992,308,022","0.00%","USA","Analyze"
"GXO","GXO Logistics, Inc.","Common stocks","Mid cap","Industrials","$4,975,708,714","0.00%","USA","Analyze"
"WIX","Wix.Com Ltd","Common stocks","Mid cap","Information Technology","$4,961,075,477","0.00%","Israel","Analyze"
"GH","Guardant Health Inc","Common stocks","Mid cap","Health Care","$4,958,934,941","0.00%","USA","Analyze"
"TREX","Trex Inc","Common stocks","Mid cap","Industrials","$4,876,773,563","0.00%","USA","Analyze"
"GWRE","Guidewire Software Inc","Common stocks","Mid cap","Information Technology","$4,865,897,277","0.00%","USA","Analyze"
"TDOC","Teladoc Inc","Common stocks","Mid cap","Health Care","$4,851,335,527","0.00%","USA","Analyze"
"HXL","Hexcel Corp","Common stocks","Mid cap","Industrials","$4,840,692,211","0.69%","USA","Analyze"
"FNB","FNB Corp","Common stocks","Mid cap","Financials","$4,805,746,431","3.45%","USA","Analyze"
"OSH","Oak Street Health, Inc.","Common stocks","Mid cap","Health Care","$4,802,447,640","0.00%","USA","Analyze"
"KRC","Kilroy Realty Corporation","REITs","Mid cap","Real Estate","$4,739,380,719","5.10%","USA","Analyze"
"BLD","Topbuild Corp","Common stocks","Mid cap","Consumer Discretionary","$4,731,265,689","0.00%","USA","Analyze"
"EXP","Eagle Materials Inc","Common stocks","Mid cap","Materials","$4,705,431,784","0.78%","USA","Analyze"
"UNVR","Univar Solutions, Inc.","Common stocks","Mid cap","Industrials","$4,673,088,646","0.00%","USA","Analyze"
"AXS","Axis Capital Holdings Ltd","Common stocks","Mid cap","Financials","$4,669,379,314","3.08%","USA","Analyze"
"PYCR","Paycor HCM Inc","Common stocks","Mid cap","Information Technology","$4,630,288,322","0.00%","USA","Analyze"
"GPS","Gap Inc","Common stocks","Mid cap","Consumer Discretionary","$4,622,587,612","4.42%","USA","Analyze"
"VNO","Vornado Realty Trust","REITs","Mid cap","Real Estate","$4,613,191,250","8.55%","USA","Analyze"
"ESI","Element Solutions Inc.","Common stocks","Mid cap","Materials","$4,609,308,910","1.67%","USA","Analyze"
"THC","Tenet Healthcare Corp","Common stocks","Mid cap","Health Care","$4,581,179,391","0.00%","USA","Analyze"
"LEG","Leggett & Platt Inc","Common stocks","Mid cap","Consumer Discretionary","$4,567,291,327","4.91%","USA","Analyze"
"SEB","Seaboard Corp","Common stocks","Mid cap","Consumer Staples","$4,563,881,225","0.23%","USA","Analyze"
"SRCL","Stericycle Inc","Common stocks","Mid cap","Industrials","$4,540,994,628","0.00%","USA","Analyze"
"H","Hyatt Hotels Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$4,536,894,620","0.00%","USA","Analyze"
"DLB","Dolby Laboratories Inc Class A","Common stocks","Mid cap","Information Technology","$4,520,354,861","1.43%","USA","Analyze"
"THO","Thor Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$4,518,447,271","2.05%","USA","Analyze"
"OMF","Onemain Holdings Inc","Common stocks","Mid cap","Financials","$4,485,176,583","9.98%","USA","Analyze"
"R","Ryder System Inc","Common stocks","Mid cap","Industrials","$4,471,844,677","2.62%","USA","Analyze"
"AZTA","Azenta, Inc.","Common stocks","Mid cap","Health Care","$4,468,965,466","0.17%","USA","Analyze"
"IPGP","IPG Photonics Corp","Common stocks","Mid cap","Information Technology","$4,456,389,561","0.00%","USA","Analyze"
"NYCB","New York Community Bancorp","Common stocks","Mid cap","Financials","$4,409,644,857","7.00%","USA","Analyze"
"WEN","Wendys","Common stocks","Mid cap","Consumer Discretionary","$4,405,397,988","2.38%","USA","Analyze"
"EVR","Evercore Inc. Class A","Common stocks","Mid cap","Financials","$4,404,197,675","2.44%","USA","Analyze"
"LPX","Louisiana Pacific Corp","Common stocks","Mid cap","Materials","$4,396,365,301","1.43%","USA","Analyze"
"EEFT","Euronet Worldwide Inc","Common stocks","Mid cap","Information Technology","$4,394,017,502","0.00%","USA","Analyze"
"IART","Integra Lifesciences Holdings Corp","Common stocks","Mid cap","Health Care","$4,338,768,568","0.00%","USA","Analyze"
"PRGO","Perrigo Plc","Common stocks","Mid cap","Health Care","$4,330,014,231","3.14%","USA","Analyze"
"UMPQ","Umpqua Holdings Corp","Common stocks","Mid cap","Financials","$4,323,702,174","4.14%","USA","Analyze"
"DV","DoubleVerify Holdings, Inc.","Common stocks","Mid cap","Information Technology","$4,321,376,030","0.00%","USA","Analyze"
"CHPT","ChargePoint Holdings, Inc.","Common stocks","Mid cap","Industrials","$4,278,933,776","0.00%","USA","Analyze"
"HE","Hawaiian Electric Industries Inc","Common stocks","Mid cap","Utilities","$4,255,115,964","3.53%","USA","Analyze"
"MAN","Manpower Inc","Common stocks","Mid cap","Industrials","$4,227,081,890","3.13%","USA","Analyze"
"APP","Applovin Corp","Common stocks","Mid cap","Information Technology","$4,207,868,136","0.00%","USA","Analyze"
"XPO","XPO Logistics Inc","Common stocks","Mid cap","Industrials","$4,205,736,509","0.00%","USA","Analyze"
"INFA","Informatica Inc.","Common stocks","Mid cap","Information Technology","$4,201,507,207","0.00%","USA","Analyze"
"SLM","Sallie Mae","Common stocks","Mid cap","Financials","$4,200,804,776","2.60%","USA","Analyze"
"BFAM","Bright Horizons Family Solutions","Common stocks","Mid cap","Consumer Discretionary","$4,178,213,730","0.00%","USA","Analyze"
"MRTX","Mirati Therapeutics Inc","Common stocks","Mid cap","Health Care","$4,173,321,266","0.00%","USA","Analyze"
"LAZ","Lazard, LTD.","Common stocks","Mid cap","Financials","$4,154,302,792","5.16%","USA","Analyze"
"JHG","Janus Henderson Group Plc","Common stocks","Mid cap","Financials","$4,143,104,204","6.04%","USA","Analyze"
"FLS","Flowserve Corp","Common stocks","Mid cap","Industrials","$4,122,147,614","2.51%","USA","Analyze"
"RITM","Rithm Capital Corp.","Common stocks","Mid cap","Financials","$4,116,584,219","11.30%","USA","Analyze"
"CRUS","Cirrus Logic Inc","Common stocks","Mid cap","Information Technology","$4,093,755,684","0.00%","USA","Analyze"
"KEX","Kirby Corp","Common stocks","Mid cap","Industrials","$4,084,581,000","0.00%","USA","Analyze"
"FIVN","Five9 Incinary","Common stocks","Mid cap","Information Technology","$4,075,916,827","0.00%","USA","Analyze"
"AL","Air Lease Corp","Common stocks","Mid cap","Industrials","$4,074,175,644","2.00%","USA","Analyze"
"ALSN","Allison Transmission Holdings Inc","Common stocks","Mid cap","Industrials","$4,073,279,242","1.85%","USA","Analyze"
"AVT","Avnet Inc","Common stocks","Mid cap","Information Technology","$4,040,488,663","2.36%","USA","Analyze"
"LYFT","Lyft, Inc. - Class A","Common stocks","Mid cap","Industrials","$3,998,970,254","0.00%","USA","Analyze"
"MSM","MSC Industrial Inc Class A","Common stocks","Mid cap","Industrials","$3,946,140,802","3.59%","USA","Analyze"
"AMC","AMC Entertainment Holdings Inc Class A","Common stocks","Mid cap","Communication Services","$3,929,382,947","0.00%","USA","Analyze"
"IAC","IAC/InterActive","Common stocks","Mid cap","Communication Services","$3,928,232,661","0.00%","USA","Analyze"
"MTG","MGIC Investment Corp","Common stocks","Mid cap","Financials","$3,911,825,703","2.71%","USA","Analyze"
"CABO","Cable One Inc","Common stocks","Mid cap","Communication Services","$3,907,817,843","1.64%","USA","Analyze"
"TFSL","TFS Financial Corp","Common stocks","Mid cap","Financials","$3,897,294,272","7.91%","USA","Analyze"
"PVH","PVH Corp","Common stocks","Mid cap","Consumer Discretionary","$3,895,663,411","0.25%","USA","Analyze"
"RYAN","Ryan Specialty Group Holdings, Inc.","Common stocks","Mid cap","Financials","$3,888,969,678","0.00%","USA","Analyze"
"SAM","Boston Beer Inc Class A","Common stocks","Mid cap","Consumer Staples","$3,856,039,734","0.00%","USA","Analyze"
"PINC","Premier Inc Class A","Common stocks","Mid cap","Health Care","$3,808,701,124","2.51%","USA","Analyze"
"LITE","Lumentum Holdings Inc","Common stocks","Mid cap","Information Technology","$3,783,054,000","0.00%","USA","Analyze"
"SMAR","Smartsheet Inc. Class A","Common stocks","Mid cap","Information Technology","$3,762,591,416","0.00%","USA","Analyze"
"NEWR","New Relic Inc","Common stocks","Mid cap","Information Technology","$3,758,594,565","0.00%","USA","Analyze"
"ICUI","ICU Medical Inc","Common stocks","Mid cap","Health Care","$3,734,652,699","0.00%","USA","Analyze"
"OLPX","Olaplex Holdings, Inc.","Common stocks","Mid cap","Consumer Staples","$3,732,792,671","0.00%","USA","Analyze"
"CUZ","Cousins Properties Incorporated","REITs","Mid cap","Real Estate","$3,723,768,970","5.10%","USA","Analyze"
"YETI","Yeti Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$3,700,043,833","0.00%","USA","Analyze"
"COUP","Coupa Software Inc","Common stocks","Mid cap","Information Technology","$3,670,469,107","0.00%","USA","Analyze"
"KSS","Kohls Corporation","Common stocks","Mid cap","Consumer Discretionary","$3,664,766,588","5.53%","USA","Analyze"
"UA","Under Armour Inc Class C","Common stocks","Mid cap","Consumer Discretionary","$3,659,419,870","0.00%","USA","Analyze"
"UAA","Under Armour Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$3,659,419,870","0.00%","USA","Analyze"
"BHF","Brighthouse Financial","Common stocks","Mid cap","Financials","$3,636,913,149","0.00%","USA","Analyze"
"AGO","Assured Guaranty Ltd","Common stocks","Mid cap","Financials","$3,611,066,427","1.65%","USA","Analyze"
"TXG","10x Genomics, Inc.","Common stocks","Mid cap","Health Care","$3,589,639,788","0.00%","USA","Analyze"
"DOCS","Doximity, Inc.","Common stocks","Mid cap","Health Care","$3,588,546,650","0.00%","USA","Analyze"
"VSCO","Victorias Secret & Co.","Common stocks","Mid cap","Consumer Discretionary","$3,586,176,900","0.00%","USA","Analyze"
"NSA","National Storage Affiliates Trust","REITs","Mid cap","Real Estate","$3,510,128,046","5.23%","USA","Analyze"
"PLTK","Playtika Holding Corp.","Common stocks","Mid cap","Communication Services","$3,499,295,688","0.00%","Israel","Analyze"
"NTRA","Natera Inc","Common stocks","Mid cap","Health Care","$3,499,062,925","0.00%","USA","Analyze"
"KMPR","Kemper Corp","Common stocks","Mid cap","Financials","$3,480,462,536","2.26%","USA","Analyze"
"S","SentinelOne, Inc.","Common stocks","Mid cap","Information Technology","$3,479,338,204","0.00%","USA","Analyze"
"CNM","Core & Main, Inc.","Common stocks","Mid cap","Industrials","$3,449,971,539","0.00%","USA","Analyze"
"AWI","Armstrong World Industries Inc","Common stocks","Mid cap","Industrials","$3,431,559,645","1.25%","USA","Analyze"
"HHC","Howard Hughes Corp","Common stocks","Mid cap","Real Estate","$3,423,199,819","0.00%","USA","Analyze"
"PTON","Peloton Interactive, Inc. Class A","Common stocks","Mid cap","Consumer Discretionary","$3,414,207,884","0.00%","USA","Analyze"
"LOPE","Grand Canyon Education Inc","Common stocks","Mid cap","Consumer Discretionary","$3,412,797,389","0.00%","USA","Analyze"
"WTM","White Mountains Insurance Group Ltd","Common stocks","Mid cap","Financials","$3,411,008,455","0.08%","USA","Analyze"
"OLLI","Ollies Bargain Outlet Holdings Inc","Common stocks","Mid cap","Consumer Discretionary","$3,406,146,222","0.00%","USA","Analyze"
"AFRM","Affirm Holdings, Inc.","Common stocks","Mid cap","Information Technology","$3,356,375,619","0.00%","USA","Analyze"
"JWN","Nordstrom Inc","Common stocks","Mid cap","Consumer Discretionary","$3,356,092,931","2.68%","USA","Analyze"
"WWE","World Wrestling Entertainment Inc","Common stocks","Mid cap","Communication Services","$3,334,104,235","0.62%","USA","Analyze"
"TDC","Teradata Corp","Common stocks","Mid cap","Information Technology","$3,313,590,000","0.00%","USA","Analyze"
"CFLT","Confluent, Inc.","Common stocks","Mid cap","Information Technology","$3,299,068,440","0.00%","USA","Analyze"
"FHB","First Hawaiian Inc","Common stocks","Mid cap","Financials","$3,297,989,485","3.97%","USA","Analyze"
"SYNH","Syneos Health Inc","Common stocks","Mid cap","Health Care","$3,267,202,762","0.00%","USA","Analyze"
"SMG","Scotts Miracle Gro","Common stocks","Mid cap","Materials","$3,261,730,557","4.43%","USA","Analyze"
"GTES","Gates Industrial Corporation Plc","Common stocks","Mid cap","Industrials","$3,253,805,487","0.00%","USA","Analyze"
"RNG","Ringcentral Inc Class A","Common stocks","Mid cap","Information Technology","$3,177,118,395","0.00%","USA","Analyze"
"BOH","Bank Of Hawaii Corp.","Common stocks","Mid cap","Financials","$3,145,008,674","3.52%","USA","Analyze"
"TNL","Travel & Leisure Co.","Common stocks","Mid cap","Consumer Discretionary","$3,086,225,331","4.03%","USA","Analyze"
"NCNO","nCino, Inc.","Common stocks","Mid cap","Information Technology","$3,072,782,042","0.00%","USA","Analyze"
"VNT","Vontier Corporation","Common stocks","Mid cap","Information Technology","$3,057,172,967","0.52%","USA","Analyze"
"NEU","Newmarket Corp","Common stocks","Mid cap","Materials","$3,045,832,812","2.69%","USA","Analyze"
"FRPT","Freshpet Inc","Common stocks","Mid cap","Consumer Staples","$3,044,472,438","0.00%","USA","Analyze"
"PACW","Pacwest Bancorp","Common stocks","Mid cap","Financials","$3,035,916,515","3.83%","USA","Analyze"
"NCR","NCR Corp","Common stocks","Mid cap","Information Technology","$3,032,418,000","0.00%","USA","Analyze"
"PEGA","Pegasystems Inc","Common stocks","Mid cap","Information Technology","$3,018,873,851","0.33%","USA","Analyze"
"HIW","Highwoods Properties, Inc","REITs","Mid cap","Real Estate","$2,996,029,300","5.19%","USA","Analyze"
"GO","Grocery Outlet Holding Corp.","Common stocks","Mid cap","Consumer Staples","$2,991,328,543","0.00%","USA","Analyze"
"EPR","EPR Properties","REITs","Mid cap","Real Estate","$2,979,085,935","7.80%","USA","Analyze"
"MSGS","Madison Square Garden Sports Corp. Class A","Common stocks","Mid cap","Communication Services","$2,970,996,530","0.00%","USA","Analyze"
"ENOV","Enovis Corporation","Common stocks","Mid cap","Health Care","$2,970,109,893","0.00%","USA","Analyze"
"AZEK","The AZEK Company Inc. Class A","Common stocks","Mid cap","Industrials","$2,934,919,448","0.00%","USA","Analyze"
"SSRM","SSR Mining Inc.","Common stocks","Mid cap","Materials","$2,915,116,433","1.97%","Canada","Analyze"
"MCW","Mister Car Wash, Inc.","Common stocks","Mid cap","Consumer Discretionary","$2,890,781,021","0.00%","USA","Analyze"
"DEI","Douglas Emmett, Inc","REITs","Mid cap","Real Estate","$2,858,327,595","6.75%","USA","Analyze"
"MRCY","Mercury Systems Inc","Common stocks","Mid cap","Industrials","$2,856,214,502","0.00%","USA","Analyze"
"LESL","Leslies, Inc.","Common stocks","Mid cap","Consumer Discretionary","$2,822,286,887","0.00%","USA","Analyze"
"TWKS","Thoughtworks Holding, Inc","Common stocks","Mid cap","Information Technology","$2,784,623,211","0.00%","USA","Analyze"
"W","Wayfair Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$2,776,782,642","0.00%","USA","Analyze"
"AMED","Amedisys Inc","Common stocks","Mid cap","Health Care","$2,752,721,223","0.00%","USA","Analyze"
"ESAB","ESAB Corporation","Common stocks","Mid cap","Industrials","$2,731,681,138","0.22%","USA","Analyze"
"CRI","Carters Inc","Common stocks","Mid cap","Consumer Discretionary","$2,715,578,744","3.95%","USA","Analyze"
"PK","Park Hotels & Resorts Inc","REITs","Mid cap","Real Estate","$2,707,112,477","0.25%","USA","Analyze"
"AYX","Alteryx Inc Class A","Common stocks","Mid cap","Information Technology","$2,701,648,289","0.00%","USA","Analyze"
"SPR","Spirit Aerosystems Inc","Common stocks","Mid cap","Industrials","$2,656,600,183","0.16%","USA","Analyze"
"AMBP","Ardagh Metal Packaging S.A.","Common stocks","Mid cap","Materials","$2,642,442,117","8.69%","Luxembourg","Analyze"
"TRIP","TripAdvisor Inc","Common stocks","Mid cap","Communication Services","$2,588,945,616","0.00%","USA","Analyze"
"VSAT","Viasat Inc","Common stocks","Mid cap","Information Technology","$2,569,956,436","0.00%","USA","Analyze"
"SLG","SL Green Realty Corp","REITs","Mid cap","Real Estate","$2,568,139,916","9.03%","USA","Analyze"
"JBLU","Jetblue Airways Corp","Common stocks","Mid cap","Industrials","$2,558,633,151","0.00%","USA","Analyze"
"QS","QuantumScape Corporation Class A","Common stocks","Mid cap","Consumer Discretionary","$2,548,997,887","0.00%","USA","Analyze"
"TNDM","Tandem Diabetes Care Inc","Common stocks","Mid cap","Health Care","$2,530,800,178","0.00%","USA","Analyze"
"FOUR","Shift4 Payments, Inc. Class A","Common stocks","Mid cap","Information Technology","$2,511,972,159","0.00%","USA","Analyze"
"JAMF","Jamf Holding Corp.","Common stocks","Mid cap","Information Technology","$2,506,648,509","0.00%","USA","Analyze"
"RARE","Ultragenyx Pharmaceutical Inc","Common stocks","Mid cap","Health Care","$2,462,110,568","0.00%","USA","Analyze"
"HBI","Hanesbrands Inc","Common stocks","Mid cap","Consumer Discretionary","$2,442,640,830","6.34%","USA","Analyze"
"CPA","Copa Holdings SA Class A","Common stocks","Mid cap","Industrials","$2,413,899,946","7.51%","USA","Analyze"
"DNA","Ginkgo Bioworks Holdings, Inc. Class A","Common stocks","Mid cap","Materials","$2,364,340,683","0.00%","USA","Analyze"
"SNDR","Schneider National Inc Class B","Common stocks","Mid cap","Industrials","$2,342,275,355","1.25%","USA","Analyze"
"KD","Kyndryl Holdings, Inc.","Common stocks","Mid cap","Information Technology","$2,331,401,848","0.00%","USA","Analyze"
"CERT","Certara, Inc.","Common stocks","Mid cap","Health Care","$2,260,969,638","0.00%","USA","Analyze"
"JBGS","JBG Smith Properties","REITs","Mid cap","Real Estate","$2,194,969,247","4.59%","USA","Analyze"
"WOOF","Petco Health and Wellness Company, Inc. - Class A","Common stocks","Mid cap","Consumer Discretionary","$2,190,296,650","0.00%","USA","Analyze"
"VIRT","Virtu Financial Inc Class A","Common stocks","Mid cap","Financials","$2,147,728,022","4.42%","USA","Analyze"
"ATUS","Altice USA, Inc. Class A","Common stocks","Mid cap","Communication Services","$2,041,461,242","0.00%","USA","Analyze"
"HAYW","Hayward Holdings, Inc.","Common stocks","Mid cap","Industrials","$2,030,367,722","0.00%","USA","Analyze"
"SPB","Spectrum Brands Holdings Inc","Common stocks","Mid cap","Consumer Staples","$2,026,985,548","3.35%","USA","Analyze"
"WE","WeWork Inc. Class A","Common stocks","Small cap","Real Estate","$1,961,315,843","0.00%","USA","Analyze"
"MRVI","Maravai LifeSciences Holdings, Inc","Common stocks","Small cap","Health Care","$1,892,855,448","0.00%","USA","Analyze"
"COMM","Commscope Holding Inc","Common stocks","Small cap","Information Technology","$1,862,644,852","0.00%","USA","Analyze"
"SIX","Six Flags Entertainment Corp","Common stocks","Small cap","Consumer Discretionary","$1,847,737,519","0.00%","USA","Analyze"
"SHC","Sotera Health Co","Common stocks","Small cap","Health Care","$1,678,575,319","0.00%","USA","Analyze"
"NVAX","Novavax Inc","Common stocks","Small cap","Health Care","$1,632,097,162","0.00%","USA","Analyze"
"UPST","Upstart Holdings, Inc.","Common stocks","Small cap","Financials","$1,593,333,231","0.00%","USA","Analyze"
"HPP","Hudson Pacific Properties, Inc","REITs","Small cap","Real Estate","$1,513,516,457","9.09%","USA","Analyze"
"OPEN","Opendoor Technologies Inc","Common stocks","Small cap","Real Estate","$1,185,958,546","0.00%","USA","Analyze"
"DH","Definitive Healthcare Corp.","Common stocks","Small cap","Health Care","$1,142,220,274","0.00%","USA","Analyze"
"UHALB","Amerco - Series N Non-Voting","Common stocks","Small cap","Industrials","$1,083,330,287","0.00%","USA","Analyze"
"UHAL","Amerco","Common stocks","Small cap","Industrials","$1,083,330,287","0.00%","USA","Analyze"
"CVNA","Carvana Class A","Common stocks","Small cap","Consumer Discretionary","$881,485,238","0.00%","USA","Analyze"
"TAP","Molson Coors Brewing Class B","Common stocks","Small cap","Consumer Staples","$790,323,966","2.76%","USA","Analyze"
"EHAB","Enhabit, Inc.","Common stocks","Small cap","Health Care","$622,710,945","0.00%","USA","Analyze"
"UWMC","UWM Holdings Corporation Class A","Common stocks","Small cap","Financials","$376,782,493","9.43%","USA","Analyze"
